,CONTENT,DATETIME,DOCID,TYPE
131,내장산국립공원 깃대종을 아시나요? (http://t.co/GYDkWiZO) http://t.co/1lGDxa2y,20121121173130,132,TWEET
132,[깃대종] 천년을 이어온 빛! 비단벌레 이야기 - 내장산국립공원의 깃대종 '비단벌레' http://t.co/CDFSHzew,20121123101205,133,TWEET
133,"[내장산국립공원의 깃대종 '비단벌레'] 각도와 양에 따라 여러가지 다양한 빛을 내는 날개를 가진 비단벌레! 옛날에는 공예품에 사용되기도 했는데 지금은 개체수가 줄어 멸종위기야생동물, 천연기념물로 지정되었습니다.ㅠㅠ http://t.co/1bXK876u",20121123113833,134,TWEET
134,## 봄의 전령사 ## 변산바람꽃이 피었네요~ 아직 활짝 피진 않았지만 봄의 기운이 느껴지시죠? ^-^ 변산바람꽃은 그 이름대로 변산반도 국립공원의 깃대종입니다! http://t.co/q0RMxQsV,20130219111210,135,TWEET
135,계룡산의 깃대종 호반새를 아시나요? http://t.co/LqsGDlOh,20130219111531,136,TWEET
136,변산바람꽃이 피었네요~ 아직 활짝 피진 않았지만 봄의 기운이 느껴지시죠? ^-^ 변산바람꽃은 그 이름대로 변산반도 국립공원의 깃대종입니다! http://t.co/OWR66D4m,20130219154232,137,TWEET
137,계룡산의 깃대종 호반새를 아시나요? http://t.co/cgL1mkFAIV,20130221111529,138,TWEET
138,"대전시, 대표 동.식물 ‘6대 깃대종’ 선정 http://t.co/b1oSXwRqFP",20130225150304,139,TWEET
139,"‘깃대종’ 도대체 뭐길레? ... 대전시, 6종 뽑는다 http://t.co/brV3chyrSx",20130225202625,140,TWEET
140,"대전 대표 동·식물 ‘6대 깃대종’ 선정 - 이츠대전tv: 여러분 안녕하십니까, 이츠대전뉴습니다.특정지역의 생태계를 대표할 수 있는 야생 동물과 식물을 ‘깃대종’이라고 부르는데요. 대전을 대표하는 ... http://t.co/l2Ra6PLEi4",20130226092953,141,TWEET
141,전주의 젖줄 삼천이 환경부 깃대종 복원시범사업에 선정돼 천연기념물 반딧불이와 수달이 서식하는 생태하천으로 탈바꿈됩니다. 전주시는 280억을 들여 원당교~전주천 합류지점간 9.8km의 생태하천복원사업을 추진합니다.http://t.co/fyvLwOiTNJ,20130307151945,142,TWEET
142,전주 삼천천 생태하천 탈바꿈…깃대종(반딧불이)복원 중심: 【전주=뉴시스】유영수 기자 = 전주도심 삼천천이 생태하천으로 탈바꿈한다. 7일 전주시에 따르면 완산구 평화2동 원당교에서 서신동 전주천 합류점에 위치한 삼천에 대해 2015년까지 총...,20130307155608,143,TWEET
143,계룡산의 깃대종 호반새를 아시나요? http://bit.ly/Lw2RpS?,20130321111500,144,TWEET
144,주왕산의 깃대종인 둥근잎꿩의비름입니다. 빨갛게 핀 잎이 마치 장미꽃 같네요~ 주왕산에 오시면 한번 찾아보세요!! http://fb.me/296uciYaL?,20130331175700,145,TWEET
145,[응모기간 4.15~4.17] 수려한 자연경관과 다양한 생태계가 어우러진 왕피천유역 생태경관 보전지역의 중요성을 알리고자 깃대종을 두 종 선정하였는데. 무엇일까요? 정답과 함께 RT해주신 20분께 추첨하여 문화상품권을 드립니다.^^*,20130415085600,146,TWEET
146,"산양. 금강송!! ""@moe_daegu: [응모기간 4.15~4.17] 수려한 자연경관과 다양한 생태계가 어우러진 왕피천유역 생태경관 보전지역의 중요성을 알리고자 깃대종을 두 종 선정하였는데. 무엇일까요?",20130416104100,147,REPLY
147,[설악산 산양] 설악산국립공원의 깃대종 산양이 4월 28일 설악산 장수대 분소 뒤에 내려온 모습을 촬영하였습니다. 이렇게 분소 가까이 내려와서 먹이를 찾는 모습이 참 신기할 따름이네요^^... http://fb.me/2YTcUrZbk?,20130429163200,148,TWEET
148,"""녹색연합과 함께하는 대한민국 깃대종"" 두 번째 이야기, <산양들아, 잘 잤니?> 인쇄 중이에요!! 송이와 양이의 즐거운 만남, 기대해 주세요.. ^^ pic.twitter.com/VpcJ3ZnXp0",20130508132300,149,TWEET
149,"2013년 도랑살리기 행사 ○ 일시/장소 : 6. 3.(월) 15:00/ 죽산면 연포리 마포마을 도랑 ○ 참석 : 70명(환경단체, 주민 등) ○ 내용 : 창포 등 수생식물 식재, 수질정화용 숯, EM 흙공 투입, 깃대종(미꾸라지·우렁) 방류 ○환경과",20130602102000,150,TWEET
150,계룡산의 깃대종 호반새를 아시나요? http://bit.ly/Lw2RpS?,20130602111500,151,TWEET
151,동·식물의 보고(寶庫) 국립공원무등산의 깃대종은? http://bit.ly/16Ai4qE?,20130602135500,152,TWEET
152,[인터파크도서 북&] 대한민국 깃대종을 아시나요? 멸종 위기에 놓인 동물을 지켜야 하는 까닭 http://bit.ly/174GBEr?,20130613160700,153,TWEET
153,계룡산의 깃대종 호반새를 아시나요? http://bit.ly/Lw2RpS?,20130613171500,154,TWEET
154,"그 많던 점박이물범은 다 어디로 갔을까?: 인터파크도서 북&[칼럼 > 녹색연합과 함꼐하는 깃대종] 그 많던 점박이물범은 다 어디로 갔을까?보호 운동은 주로 산양, 맹꽁이, 점박이물범 같은 멸종위기 ... http://bit.ly/18AKf9x?",20130613175100,155,TWEET
155,하늘다람쥐 집은 누가 빼앗았을까?: 인터파크도서 북&[칼럼 > 녹색연합과 함께하는 깃대종] 하늘다람쥐 집은 누가 빼앗았을까?하늘다람쥐는 쉽게 만날 수 없는 야생동물입니다. 주로 밤에 활동하거든요. ... http://bit.ly/14vc50l?,20130627143800,156,TWEET
156,[나는 누구일까요 12탄 당첨자 발표] 나는 누구일까요 마지막 시리즈 12탄! 오늘의 정답은 귀여운 하늘다람쥐입니다.^-^ 웹툰 퀴즈는 끝났지만 앞으로도 국립공원의 깃대종 소식 많이... http://fb.me/2hrllAmRh?,20130629174800,157,TWEET
157,한려해상국립공원 깃대종 팔색조 보도자료 입니다. 국립공원자원활동가 장성래 선생님께서 많은 도움 주셨습니다. http://fb.me/21VWvDC2l?,20130712143800,158,TWEET
158,"수원의 초록세상 수원시 8대 깃대종 "" 애반닷불이"" 알고 계신가요 함 찾아 보세요^^^ 넘 귀여(?)워요....",20130715112900,159,TWEET
159,"[환경/건강]60돌을 맞은‘아주 특별한 땅’, DMZ를 만나다 - 세계적 멸종위기종 ‘두루미’를 DMZ 깃대종으로 선포 - http://j.mp/15Q7U24? [기사] http://twitpic.com/d3e4hw?",20130719101800,160,TWEET
160,DMZ 상징하는 깃대종에 '두루미' 선정http://www.eopennews.com/n_news/news/view.html?no=5910?…,20130720170200,161,TWEET
161,계룡산의 깃대종 호반새를 아시나요? http://bit.ly/Lw2RpS?,20130720171500,162,TWEET
162,"환경부는 비무장지대 형성 60주년을 맞아 19일 ""DMZ 60주년 생태환경대회""를 개최하면서 DMZ 상징 깃대종에 ""두루미""를 선정 http://bit.ly/1996RNX? pic.twitter.com/bxx8HREtbk",20130720171600,163,TWEET
163,[이우종의 올댓와인] (3) 나의 깃대종(種) 와인 http://www.fnnews.com/view?ra=Sent1001m_View&corp=fnnews&arcid=201308200100166090009498&cDateYear=2013&cDateMon,20130820123600,164,TWEET
164,"수원의 8대 깃대종 ""맹꽁이"" pic.twitter.com/5K2J2PkCjr",20130826080700,165,TWEET
165,"수원시 8대 깃대종 ""얼룩동사리"" pic.twitter.com/i7X75Dp9jd",20130925075600,166,TWEET
166,"대전시, 깃대종 후보생물 1차 18개종 선정 http://www.pressbyple.com/news/articleView.html?idxno=29843?…",20131006072000,167,TWEET
167,"[프레스바이플] 대전시, '깃대종' 후보생물 1차 18개종 선정 http://is.gd/uez6h9? #kor_news",20131006072500,168,TWEET
168,"대전시, 깃대종 후보생물 18종 선정 - 포유류 등 6개 분류군 18개종 ... 전문가 의견수렴 - 대전시가 자연환경조사 연구용역 조사자료를 바탕으로 생태적 가치, 지역 특성 등을 감안해 ‘6개 분류군... http://fb.me/23EZMIXLt?",20131006133400,169,TWEET
169,대전시 깃대종 후보생물 18종 선정 http://www.bzeronews.com/news/articleView.html?idxno=65501?…,20131006214800,170,TWEET
170,"통영거제환경운동연합, 26일 수달·팔색조 표현 깃대종 그리기 공모전 http://geojesarang.net/all/news_view.html?pid=6734?…",20131016134800,171,TWEET
171,"수원의 8대 깃대종입니다 칠보치마, 백로, 애반딧불이, 수원청개구리, 맹꽁이, 얼룩동사리, 수원땅거미, 곤줄박이 입니다. pic.twitter.com/pTQdtdz0fU",20131030093200,172,TWEET
172,깃대종 선정 및 보전&#8228;활용 방안 설명회 개최 http://www.bzeronews.com/news/articleView.html?idxno=70478?…,20131126145700,173,TWEET
173,계룡산의 깃대종 호반새를 아시나요? http://bit.ly/Lw2RpS?,20131126151500,174,TWEET
174,"대전시, 깃대종 선정 및 보전·활용 방안 설명회 개최: [대전타임뉴스=홍대인 기자] 대전시는 지난 25일에 구)충남도청 대회의실에서 100여명의 시민들이 참석한 가운데 “대전시 깃대종 선정 및 보전... http://bit.ly/1iNXUwo?",20131126182700,175,TWEET
175,"대전시, 깃대종 선정 및 보전·활용 방안 설명회 개최 http://dlvr.it/4NzM8s?",20131126182700,176,TWEET
176,"대전시, 깃대종 선정 및 보전·활용 방안 설명회 개최 http://dlvr.it/4Nzkdx?",20131126184700,177,TWEET
177,"대전시, 깃대종 선정 및 보전·활용 방안 설명회 개최 http://dlvr.it/4Nzkg0?",20131126184700,178,TWEET
178,"무등산 대표 뽑았다. 무등산국립공원을 대표하는 깃대종/식물은 ""털조장나무"" 동물은 ""수달"" http://www.jnilbo.com/read.php3?aid=1386255600431555001?…",20131206090700,179,TWEET
179,"깃대종이란 지역의 생태계를 대표하는 특징적인 생물을 말하는데요, 대전시에서는 대전의 깃대종을 선정하는 설문조사를 진행중입니다. 여러분이 생각하는 대전의 깃대종은 어떤건가요? 설문참여 ☞http://j.mp/1f0W9ZQ?",20131209153300,180,TWEET
180,"대전시 깃대종 선정 시민 설문조사 진행중입니다. 하늘다람쥐, 수달, 맹꽁이, 이끼도롱뇽, 감돌고기, 미호종개, 쌍꼬리부전나비, 사슴풍뎅이 중 한 종만 선택. 기간은 12월18일까지. 많은 참여 부탁드립니다~ http://bit.ly/JpkQEK?",20131216094400,181,TWEET
181,덕유산 깃대종 구상나무 (2014. 1. 13) http://blog.naver.com/skyhighdim/30183191363?…,20140114092600,182,TWEET
182,"봄이 고개를 내미는 날, 오늘은 입춘입니다 ^-^ 전국 대부분이 춥다고 하지만 변산반도엔 깃대종 변산바람꽃이 수줍게 모습을 드러냈네요~!! 입춘대길 건양다경!! 좋은 일만 가득 하세요~ http://fb.me/1W1VXsH3D?",20140203211400,183,TWEET
183,‘대전시 깃대종 3종’확정 http://www.bzeronews.com/news/articleView.html?idxno=77923?…,20140211004400,184,TWEET
184,"대전시, 깃대종 3종 확정 http://dlvr.it/4vRlGc?",20140211173200,185,TWEET
185,"대전시, 깃대종 3종 확정 http://dlvr.it/4vRm0T?",20140211173300,186,TWEET
186,"대전시, 지역대표 깃대종 3종 선정: 대전지역 생태계를 대표하는 깃대종이 최종 확정됐다.11일 시에 따르면 깃대종으로 ‘하늘다람쥐(산)’, ‘이끼 도룡뇽(계곡)’, ‘감돌고기(하천)’ 등 3종을... http://bit.ly/1iKjamn?",20140211194300,187,TWEET
187,대전 깃대종으로 확정된 이끼도롱뇽 http://durl.me/6m8ue5?,20140211212800,188,TWEET
188,‘대전시 깃대종 3종’ 확정…시민공론화 거쳐 http://bit.ly/MJyFQ2?,20140211213900,189,TWEET
189,‘대전시 깃대종 3종’ 확정…시민공론화 거쳐 http://goo.gl/RJqgIC?,20140211214300,190,TWEET
190,‘대전시 깃대종 3종’ 확정…시민공론화 거쳐 http://bit.ly/MJyFQ2?,20140211215700,191,TWEET
191,대전시 깃대종 3종 선정 http://ift.tt/1eQGvSE?,20140211225100,192,TWEET
192,[오마이뉴스 알림] 장재완 님의 기사가 정식기사로 채택됐습니다. <대전시 이끼도룡뇽 등 깃대종 3종 확정> http://omn.kr/6qmn?,20140211230000,193,TWEET
193,[오마이] 대전시 이끼도룡뇽 등 깃대종 3종 확정 http://goo.gl/XV5ixX? #kor_news,20140211231300,194,TWEET
194,"하늘다람쥐-이끼도룡뇽-감돌고기, 대전의 깃대종 선정 http://hanbatnews.com/n_news/news/view.html?no=4078?…",20140213233800,195,TWEET
195,@birdchoistory 오색딱따구리군요~ 북한산국립공원 깃대종이래요~^^,20140322131200,196,REPLY
196,녹색연합과 함께하는 대한민국 깃대종 시리즈 http://blog.naver.com/dolphinbook/110187830263?…,20140326095500,197,TWEET
197,"2월 말부터 눈에 물이 오르던 지리산국립공원의 깃대종 '히어리'(Corylopsis gotoana var. coreana , 조록나무과)가 3월 초 꽃망울을 터뜨렸다는 소식을 전해드렸는데요, 3주가 지난... http://fb.me/1lht8zpmG?",20140329101000,198,TWEET
198,무등산 깃대종 털조장나무꽃 http://blog.naver.com/jongsulim/110188553980?…,20140407211200,199,TWEET
199,"저어새, 갯벌건강 깃대종 http://blog.naver.com/kilukas0000/220003414335?…",20140518201900,200,TWEET
200,수원의 서쪽에 위치하고 있는 칠보산은 수원시 8대 깃대종을 포함한 다양한 생물종이 서식하고 있는 생태적으로 매우 가치있는 지역이라고 합니다,20140620155900,201,TWEET
201,"[왕피천 알고싶데이 퀴즈이벤트] -(응모기간 6.23~25) 왕피천유역 생태경관보전지역의 생태, 지리적 특성을 반영하는 상징성을 가진 동식물을 깃대종으로 선정하였다. 이 깃대종은 무엇일까요? (당첨자에게는 소정의 상품을 보내드립니다.)",20140623133700,202,TWEET
202,@moe_daegu 기사를 찾아봤는데 2011년에 선정된 산양과 금강송이네요:) 깃대종 선정을 통해 많은 시민들의 인식과 환경실천을 선도할 수 있을 것 같아서 좋네요! pic.twitter.com/admITVUOMC,20140623135000,203,REPLY
203,[오마이뉴스] 대전시 깃대종 선정해 놓고... 이끼도롱뇽 서식처 훼손 http://bit.ly/1jbz9bw? #오마이뉴스,20140624182300,204,TWEET
204,[http://danawa.us?] 대전시 깃대종 선정해 놓고... 이끼도롱뇽 서식처 훼손 http://bit.ly/1jbzaMF? [오마이뉴스],20140624182300,205,TWEET
205,대전 깃대종 서식처 구청이 훼손... 장태산 일대 사방댐 공사·정비로 이끼도롱뇽 서식처 200m 파헤쳐...대전대표 생태계 보전방안 시급... http://fb.me/32lA7AaOU?,20140624221400,206,TWEET
206,"대전시 깃대종 선정해 놓고... 이끼도롱뇽 서식처 훼손 http://ln.is/www.ohmynews.com/NWS/ZrWx6?… 서구청 사방댐 공사로 서식처 훼손... 대전시 ""보전계획 세우겠다""",20140625071900,207,TWEET
207,"국내 최초 발견 장태산 이끼도롱뇽 서식지 훼손 심각 시민단체, “서식처 훼손 사과하고 깃대종 보전대책 마련하라” [신아일보=대전/김기룡 기자] 대전시 서구청이 서구 장안동 장태산 일대 골짜기에서... http://fb.me/38nuwahtW?",20140625113800,208,TWEET
208,계룡산국립공원 깃대종 이끼도롱뇽 안정적 서식 http://bit.ly/1lY75xc?,20140704094800,209,TWEET
209,[조선일보] 계룡산국립공원 깃대종 이끼도롱뇽 안정적 서식 http://bit.ly/1lY75xe? #조선일보,20140704094800,210,TWEET
210,계룡산국립공원 깃대종 이끼도롱뇽 안정적 서식: 이끼도롱뇽계룡산국립공원사무소(소장 정석원)는 최근 계룡산의 깃대종인 호반새와 이끼도롱뇽에 대한 모니터링을 실시한 결과 안정적인... http://bit.ly/1lY75xc? #조선일보,20140704094800,211,TWEET
211,계룡산국립공원 깃대종 이끼도롱뇽 안정적 서식: 이끼도롱뇽계룡산국립공원사무소(소장 정석원)는 최근 계룡산의 깃대종인 호반새와 이끼도롱뇽에 대한 모니터링을 실시한 결과 안정적인... http://bit.ly/1lY75xc? 조선일보,20140705193000,212,TWEET
212,"월출산국립공원, '깃대종' 선호도조사 실시 http://www.hktimes.kr/read.php3?aid=140679089154968005?…",20140731161700,213,TWEET
213,수원청개구리라고 아세요? 동물이름에 수원이 붙어 있다니 신기하죠? 2012년 환경부로부터 1급 멸종위기종으로 지정된 수원청개구리가 평동에서 발견됐어요. 수원의 깃대종인 수원청개구리 보전을 위해 노력할게요. pic.twitter.com/8xRJuIWry,20140805161600,214,TWEET
214,"[제12차 생물다양성협약 당사국총회] D-52 무등산에서 수달이 발견됐습니다! 무등산 깃대종*으로 선정된 수달은 천연기념물 제330호이자 1급 멸종위기 야생동물로, 하천생태계의 최상위 포식자로 불립니다. pic.twitter.com/ddICIIU9HD",20140808151900,215,TWEET
215,로또 1등명당 3개월동안 1등 12번 당첨 기록! http://me2.do/GB9QzaZH? 1등무료번호받기 == 속리산 '깃대종' 하늘다람쥐담비 모습 촬영 성공 너희는 재판할 때에 불,20141013125800,216,TWEET
216,속리산의 깃대종인 하늘다람쥐와 담비의 활동 모습이 속리산사무소가 설치한 무인센서 카메라에 포착됐습니다. http://bit.ly/1szEoeo? pic.twitter.com/SQiKTNrOBj,20141013215500,217,TWEET
217,[포토] 속리산에 나타난 하늘다람쥐와 담비: 충북 속리산 깃대종인 하늘다람쥐(사진 위)와 담비의 활동 장면이 속리산사무소가 설치한 무인 센서 카메라에 잡혔다. 깃대종은 특정 지역의 생태계를 대표할… http://dlvr.it/7BbMCS? #한겨레,20141013233400,218,TWEET
218,"속리산 하늘다람쥐 서식, 멸종위기 야생동물 2급 '깃대종'… 담비 4마리도 포착 http://bit.ly/1DdYBsd?",20141016110300,219,TWEET
219,"월출산국립공원 깃대종, ‘남생이’로 변경 선정 / http://www.jnnews.co.kr/news/view.php?idx=131842&mcode=msub1?…",20141018172100,220,TWEET
220,"월출산국립공원, 깃대종 '남생이'로 변경 선정 http://www.hktimes.kr/read.php3?aid=141369040658288005?…",20141019124900,221,TWEET
221,"남생이, 월출산국립공원 깃대종으로 변경 선정 인터넷 여행신문사 모모뉴스 http://www.momonews.com/sub_read.html?uid=40890?…",20141020175900,222,TWEET
222,"""대전 깃대종 아시나요?"" 녹색연합 가이드북 내놔 http://fb.me/1J0aEWjam?",20141119132300,223,TWEET
223,계룡산의 깃대종 호반새를 아시나요? http://bit.ly/Lw2RpS?,20141119141500,224,TWEET
224,"[오마이뉴스 알림] 장재완 님의 기사가 정식기사로 채택됐습니다. <대전충남녹색연합, 대전 깃대종 가이드북 발간> http://omn.kr/aum9?",20141119161500,225,TWEET
225,<녹색연합과 함께하는 대한민국 깃대종> 시리즈 완간! http://blog.naver.com/dolphinbook/220234551576?…,20150109095400,226,TWEET
226,자연의 깃대종 재두루미 http://blog.naver.com/mannamdaehwa/220242029879?…,20150116115300,227,TWEET
227,“어느 지역의 대표가 되는 동식물의 종種”을 일컫는 ‘깃대종’은 영어 ‘flagship species’를 번역한 듯하다. 그냥 ‘대표종’으로 하면 어땠을까? http://stdweb2.korean.go.kr/search/View.jsp?idx=5456,20150124105900,228,TWEET
228,### 국립공원 깃대종을 아시나요? 깃대종은 대부분 멸종위기 보호 동.식물이 지정되어 있기 때문에 발견하기도 쉽지 않은데요~ 국립공원 파워블로거 들꽃향기님이 사진으로 담은 몇명 희귀식물 깃대종들을 자세하게 설명해 주셨습니다 ^-^,20150303101100,229,TWEET
229,[아침산책] 깃대종 생각하기 http://fb.me/78HBnyiBe?,20150303103700,230,TWEET
230,“내장산의 신비로움” 내장산에는 보호해야할 깃대종이 있다고 합니다. 생태계의 여러 종 가운데 사람들이 중요하다고 인식하고 있는 종이다라고 합니다. [출처 : 내장산국립공원] pic.twitter.com/Wr0PtU0yJV,20150306105000,231,TWEET
231,인간도 언젠가는 깃대종이 되겠지,20150320192300,232,TWEET
232,"[짚고 넘어가는 10초] 깃대종 #깃대종 에 대해 간략히 알아봅니다. 뉴스가 넘쳐나는 세상, 환경이슈도 넘쳐나지요. 종종 익숙하지 않은 환경용어들이 이해를 강요합니다. '짚고 넘어가는 10초'에서는... http://fb.me/6o5rqCqtT?",20150331114800,233,TWEET
233,무등산국립공원 깃대종 '털조장나무' 활짝 http://bit.ly/19JDft9?,20150402170100,234,TWEET
234,[뉴스zum] [카메라뉴스] 속리산 깃대종 하늘다람쥐의 재롱 http://news.zum.com/sns/article?id=0032015040721042365&cm=twitter&tm=1428377049130?…,20150407122400,235,TWEET
235,속리산 하늘다람쥐의 앙증맞은 모습: 속리산 깃대종(한 지역의 생태계를 특징적으로 나타내는 동·식물)인 하늘다람쥐 모습이 카메라에 잡혔다. 7일 국립공원관리공단 속리산사무소는 동물 자원 조사를 위해… http://dlvr.it/9HBGCH? #한겨레,20150407123900,236,TWEET
236,<카메라뉴스> 속리산 깃대종 하늘다람쥐의 재롱 http://me2.do/xwSHhU6Y? 출처 : 연합뉴스 | 네이버 뉴스,20150407125000,237,TWEET
237,속리산 깃대종 하늘다람쥐의 재롱 http://me2.do/xwSHhU6Y? 속리산에도 사네 pic.twitter.com/QubbSEDf0N,20150407133400,238,TWEET
238,"대구지방환경청, 경산 운문산 깃대종 복원 행사 wngo http://www.wngo.kr/sub_read.html?uid=71955?…",20150428113200,239,TWEET
239,"[왕피천 SNS 환경퀴즈 이벤트](응모기간 5.19~5.22) [문제] 왕피천유역 생태·경관 보전지역의 깃대종은 무엇일까요? 1.수달, 참매 2.산양, 수달 3. 참매, 금강송, 4.산양, 금강송 (당첨자에게는 소정의 상품을 보내드립니다)",20150519172300,240,TWEET
240,@moe_daegu 정답은 4번 산양 금강송 입니다^^ #왕피천유역생태경관보존지역 #깃대종,20150520134800,241,REPLY
241,가야산 깃대종이 삵이라고! pic.twitter.com/I3PyaAgVxD,20150523164800,242,TWEET
242,"소백산국립공원 당국의 ""깃대종 변경""에 관한 현수막. pic.twitter.com/owRXWg0mbl",20150525192700,243,TWEET
243,"@lodoc1 flagsip 이란 영어는 어쩌다 생긴 오타로 볼 수 있겠지만, ""flagship species = 깃대종?"" 상당히 어색하다.",20150525193000,244,REPLY
244,안녕하세요 설악산국립공원사무소 입니다. 설악산 대청봉 일원 눈잣나무 군락지 꽃이 만개했습니다~ 설악산의 깃대종인 눈잣나무!!! 우리가 가꾸고 보호해야할 아름다운 자원입니다~~^^,20150605091500,245,TWEET
245,안녕하세요.~주왕산국립공원사무소입니다. 오늘은 특정관찰식물원의 솔부엉이를 소개 해드릴께요.~ 주왕산의 깃대종은 솔부엉이라는 거 모두가 잘 아시죠ㅎㅎ 하지만 솔부엉이 요놈 쉽게 얼굴을 보여주지... http://fb.me/t9F5nZKn?,20150712004838,246,TWEET
246,"소백산국립공원, 새로운 깃대종 선정 / 참갈겨니에서 여우로 변경: [DBS 동아방송 = 최혜정 ( 경북 ) 기자 ] 소백산국립공원사무소는 7월 1일부터 소백산 깃대종 2종 중.. http://blog.daum.net/smile56789/11302001",20150713132027,247,TWEET
247,"소백산국립공원, 새로운 깃대종 선정 / 참갈겨니에서 여우로 변경 http://blog.naver.com/smile01145/220418641209?…",20150713132811,248,TWEET
248,"계룡산 깃대종## 갑사계곡주변에서 만난 계룡산의 깃대종 ""호반새""입니다. 깃대종*이란, 생태계의 여러 종 가운데 사람들이 중요하다고 인식하고 있는 종으로 그 중요성으로 인해 보호할 필요가 있다고 생각하는... http://fb.me/7rSOaHsls?",20150725104948,249,TWEET
249,"""야탑천유지용수 확보사업"" 생태하천복원사업 심의 진행중입니다 올해도 갈수기인 1,3,5,6월에 물이 흐르지 못했는데 앞으로는 야탑천 깃대종인 버들치를 볼수있는날이 곧 오겠네요#성남시 하천관리과 pic.twitter.com/vUAiOh4Nv9",20150805153404,250,TWEET
250,"금오산 깃대종인 세뿔투구꽃, 금오산에서 처음 발견되어 금오오돌또기라는 이명으로도 불립니다 pic.twitter.com/ECCWOggiAP",20150929163109,251,TWEET
251,"주왕산 깃대종 솔부엉이, 5년만에 서식 확인 http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=469&aid=0000096358?…",20151013184614,252,TWEET
